epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
192,8840.53,0.32357,0.31996,0.20373,0.00138,0.1198,0.95996,0.95976,0.97298,0.95783,0.95996,0.95976,0.97064,0.86004,0.23719,0.31708,0.2399,0.00163,0,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091
193,8886.45,0.32035,0.31601,0.19921,0.00136,0.11162,0.96152,0.95959,0.97295,0.95796,0.96152,0.95959,0.97061,0.8598,0.23883,0.31642,0.23707,0.00166,0,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
194,8932.14,0.32128,0.32133,0.20674,0.00137,0.12143,0.96035,0.95587,0.97248,0.95732,0.96035,0.95587,0.97001,0.85914,0.23793,0.31591,0.24074,0.00161,0,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893
195,8978.07,0.31963,0.31469,0.20321,0.00135,0.12107,0.96346,0.95755,0.97206,0.95703,0.96346,0.95755,0.96998,0.8601,0.23714,0.31499,0.24059,0.00158,0,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
196,9023.98,0.32216,0.31106,0.20407,0.00136,0.11705,0.95937,0.96059,0.97222,0.9572,0.95937,0.96059,0.96986,0.86019,0.23801,0.31477,0.24075,0.00162,0,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
197,9069.74,0.32691,0.3209,0.20883,0.0014,0.12191,0.95846,0.96258,0.97169,0.95741,0.95904,0.96179,0.96998,0.86165,0.23953,0.31512,0.2383,0.00162,0,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
198,9115.65,0.32492,0.32108,0.21123,0.00137,0.12784,0.96045,0.95734,0.97286,0.9576,0.96045,0.95734,0.97082,0.86197,0.23764,0.31642,0.24088,0.0016,0,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497
199,9161.53,0.32361,0.31755,0.20466,0.00139,0.1173,0.9569,0.9623,0.97283,0.95781,0.9569,0.9623,0.97024,0.86092,0.23685,0.31748,0.24503,0.00159,0,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
200,9207.31,0.31901,0.31726,0.20572,0.00136,0.12216,0.95925,0.96049,0.97335,0.95792,0.95925,0.96049,0.97097,0.8609,0.23885,0.31681,0.24461,0.00164,0,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299
201,9253.17,0.32108,0.31197,0.20512,0.00136,0.12016,0.96142,0.95566,0.97323,0.95796,0.96142,0.95566,0.97081,0.85998,0.23941,0.3173,0.24455,0.00167,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
202,9299.1,0.3242,0.31961,0.20322,0.00135,0.11861,0.96051,0.95801,0.97466,0.95891,0.96051,0.95801,0.97224,0.86261,0.23909,0.31877,0.24557,0.00165,0,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101
203,9344.88,0.31792,0.30975,0.19788,0.00135,0.11472,0.96239,0.95814,0.97304,0.95837,0.96246,0.95777,0.97126,0.86016,0.23966,0.32089,0.24611,0.00167,0,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
204,9390.8,0.32071,0.31124,0.20104,0.00136,0.11791,0.96203,0.95867,0.97369,0.95978,0.96182,0.95846,0.97191,0.8637,0.23877,0.32151,0.24445,0.00167,0,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903
205,9436.61,0.31601,0.31047,0.20546,0.00135,0.12078,0.96207,0.96063,0.9732,0.95905,0.96186,0.96042,0.97157,0.86327,0.23942,0.32117,0.24156,0.00171,0,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
206,9482.56,0.31315,0.30956,0.19905,0.00132,0.11117,0.95877,0.96221,0.97295,0.95891,0.95855,0.96201,0.97143,0.86422,0.23993,0.32012,0.2423,0.0017,0,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
207,9528.49,0.31946,0.30837,0.20596,0.00134,0.11534,0.95596,0.9635,0.97261,0.95805,0.95573,0.96333,0.97098,0.86352,0.23801,0.32088,0.24347,0.00166,0,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
208,9574.21,0.31751,0.31092,0.20368,0.00137,0.11633,0.95936,0.96256,0.97226,0.95797,0.95925,0.96219,0.97074,0.86317,0.23807,0.32059,0.24407,0.00164,0,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507
209,9620.09,0.31423,0.30476,0.19353,0.00132,0.11145,0.9616,0.96159,0.97249,0.95817,0.96139,0.96138,0.9711,0.86583,0.23892,0.31966,0.24442,0.00165,0,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
210,9665.95,0.31667,0.30137,0.20106,0.00135,0.11099,0.96363,0.962,0.97307,0.95872,0.96342,0.9618,0.97158,0.86585,0.23806,0.31878,0.24475,0.00162,0,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309
211,9711.89,0.31512,0.30078,0.19557,0.00132,0.11119,0.9617,0.96275,0.97278,0.95797,0.96148,0.96254,0.97132,0.86416,0.23763,0.31864,0.24399,0.00163,0,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
212,9757.66,0.31523,0.30987,0.19966,0.00135,0.11953,0.95796,0.96314,0.97284,0.95836,0.95775,0.96293,0.97103,0.86293,0.23689,0.31801,0.2458,0.00161,0,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111
213,9803.54,0.31732,0.31167,0.20001,0.00134,0.11584,0.96228,0.9595,0.97171,0.95671,0.96207,0.95929,0.97015,0.86277,0.23693,0.31842,0.24811,0.00159,0,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
214,9849.44,0.31722,0.30994,0.20206,0.00134,0.11698,0.96128,0.96187,0.97138,0.95697,0.96128,0.96187,0.96984,0.86369,0.23843,0.32013,0.24695,0.00166,0,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913
215,9895.17,0.3219,0.30923,0.20503,0.00135,0.11189,0.96194,0.96046,0.97172,0.95668,0.96194,0.96046,0.97046,0.86373,0.23892,0.32202,0.24841,0.00166,0,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
216,9941.05,0.31813,0.30213,0.20398,0.00134,0.11664,0.95891,0.96328,0.97092,0.95574,0.95887,0.96285,0.96929,0.8631,0.23891,0.32221,0.24946,0.00167,0,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
217,9986.97,0.31941,0.31548,0.2011,0.00134,0.11681,0.96226,0.95899,0.97136,0.95636,0.96226,0.95899,0.96981,0.86162,0.2384,0.32248,0.25067,0.00165,0,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
218,10032.7,0.31593,0.30361,0.19302,0.00134,0.1107,0.95848,0.96427,0.97244,0.95714,0.95848,0.96427,0.97079,0.86276,0.23836,0.32418,0.24843,0.00167,0,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517
219,10078.7,0.31634,0.30732,0.19846,0.00134,0.1112,0.9622,0.96258,0.97226,0.95706,0.9622,0.96258,0.97069,0.86279,0.23803,0.32266,0.24591,0.00167,0,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
220,10124.6,0.3197,0.31049,0.1992,0.00134,0.1148,0.95891,0.96419,0.97156,0.9565,0.95896,0.96406,0.97015,0.86133,0.23733,0.32137,0.2487,0.00163,0,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319
221,10170.3,0.31222,0.30714,0.20349,0.00134,0.1203,0.96014,0.96557,0.97194,0.95668,0.96,0.96529,0.97066,0.86346,0.23746,0.32275,0.25197,0.00164,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
222,10216.3,0.31541,0.31399,0.19755,0.00133,0.11725,0.95967,0.96328,0.97159,0.95658,0.95967,0.96328,0.97021,0.86391,0.23679,0.32165,0.25529,0.00164,0,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121
223,10262.1,0.31485,0.31103,0.19869,0.00132,0.1147,0.95922,0.96183,0.9716,0.95735,0.95922,0.96183,0.97025,0.86414,0.23737,0.32011,0.25601,0.00164,0,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
224,10308,0.31682,0.30631,0.19431,0.00133,0.11144,0.95935,0.96431,0.97256,0.95798,0.95935,0.96431,0.97112,0.86442,0.23889,0.31999,0.24845,0.00167,0,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923
225,10353.9,0.31568,0.30569,0.19674,0.00131,0.11323,0.9602,0.96403,0.9728,0.95888,0.96001,0.96384,0.97147,0.86443,0.23847,0.32048,0.24575,0.00168,0,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
226,10399.7,0.31623,0.30818,0.20005,0.00132,0.11327,0.96225,0.96102,0.9718,0.95703,0.96206,0.96083,0.97054,0.86362,0.23826,0.32062,0.24598,0.00168,0,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
227,10445.6,0.31153,0.31018,0.19587,0.00132,0.11244,0.96082,0.96334,0.9713,0.95731,0.96062,0.96315,0.9701,0.86387,0.2399,0.32021,0.24794,0.00169,0,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
228,10491.5,0.32194,0.31273,0.2005,0.00139,0.11752,0.95975,0.96259,0.97208,0.95825,0.95956,0.9624,0.97082,0.86379,0.23958,0.31912,0.24707,0.00171,0,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527
229,10537.3,0.31366,0.30384,0.19551,0.00133,0.11098,0.95772,0.96238,0.9732,0.95961,0.95747,0.96222,0.97181,0.86402,0.23865,0.31991,0.25131,0.0017,0,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
230,10583.2,0.32005,0.31097,0.19782,0.00137,0.11177,0.95992,0.96453,0.97157,0.9582,0.95973,0.96434,0.97014,0.86162,0.23777,0.32019,0.25242,0.0017,0,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,10629.1,0.31821,0.3026,0.1959,0.00133,0.11024,0.95723,0.9646,0.97099,0.95722,0.95704,0.96441,0.96958,0.86193,0.23767,0.31979,0.25345,0.00167,0,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,10674.9,0.31675,0.3097,0.20055,0.00134,0.11869,0.95942,0.96057,0.97067,0.95696,0.95919,0.96041,0.96946,0.86128,0.23748,0.32077,0.25198,0.00166,0,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,10720.9,0.31563,0.30693,0.18699,0.00135,0.10785,0.96321,0.961,0.97149,0.9584,0.96301,0.96081,0.97033,0.86311,0.23622,0.32131,0.24827,0.00166,0,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,10766.8,0.31521,0.30716,0.19121,0.00131,0.10713,0.95897,0.96571,0.97088,0.95768,0.95874,0.96557,0.9696,0.86266,0.23496,0.32067,0.24952,0.00165,0,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,10812.5,0.31295,0.29522,0.18936,0.00131,0.10821,0.95817,0.96764,0.97023,0.95683,0.95788,0.9671,0.96884,0.86175,0.23444,0.32292,0.25001,0.00164,0,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,10858.5,0.31589,0.30773,0.19574,0.00132,0.11096,0.95943,0.96626,0.97,0.95707,0.95925,0.96587,0.96876,0.86179,0.23406,0.32399,0.2487,0.00165,0,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,10904.4,0.31251,0.29831,0.19023,0.0013,0.10688,0.96028,0.96554,0.97028,0.9575,0.96009,0.96535,0.9692,0.86213,0.23594,0.32178,0.24666,0.00168,0,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,10950.2,0.31366,0.30406,0.19107,0.00128,0.11225,0.96198,0.96257,0.97063,0.95774,0.96192,0.96226,0.96965,0.86177,0.23564,0.32255,0.25074,0.00168,0,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,10996.1,0.3107,0.30849,0.19463,0.0013,0.11336,0.95964,0.96198,0.96998,0.95667,0.95969,0.96196,0.96898,0.86142,0.23593,0.32252,0.25295,0.00169,0,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
240,11041.9,0.31471,0.30766,0.19501,0.00131,0.10948,0.9585,0.96625,0.97051,0.95744,0.95829,0.96579,0.96932,0.86144,0.23654,0.32373,0.24953,0.0017,0,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,11087.8,0.31187,0.30561,0.19297,0.00133,0.11077,0.9618,0.96158,0.97041,0.95768,0.96154,0.96115,0.96915,0.86237,0.23523,0.32415,0.25097,0.00169,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,11133.8,0.31188,0.3022,0.19276,0.00132,0.10928,0.9583,0.96507,0.96942,0.95635,0.95792,0.96465,0.96819,0.86142,0.23612,0.32444,0.25182,0.00169,0,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,11179.7,0.31667,0.31331,0.1939,0.00134,0.10818,0.96071,0.96226,0.9691,0.95531,0.96049,0.96159,0.96812,0.86199,0.2369,0.32469,0.25392,0.00169,0,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,11225.5,0.30843,0.298,0.1862,0.0013,0.10671,0.95812,0.9639,0.96907,0.95566,0.95824,0.9629,0.96797,0.86215,0.23674,0.32516,0.25744,0.00169,0,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,11271.5,0.3104,0.30501,0.19463,0.00131,0.11592,0.95901,0.96381,0.96955,0.95611,0.95888,0.96327,0.96847,0.86299,0.23778,0.32468,0.25692,0.00169,0,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,11317.4,0.31411,0.30752,0.1913,0.00134,0.1089,0.95908,0.96245,0.96856,0.95569,0.95894,0.96188,0.96758,0.86148,0.23732,0.32439,0.25943,0.00167,0,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,11363.3,0.31861,0.31234,0.19551,0.00135,0.11503,0.95985,0.96219,0.96911,0.95567,0.95944,0.96179,0.9681,0.86241,0.23781,0.32516,0.25803,0.00169,0,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,11409.3,0.31167,0.29656,0.18803,0.0013,0.10818,0.96073,0.96059,0.96917,0.95606,0.96033,0.9602,0.96816,0.86241,0.23669,0.32566,0.2593,0.00168,0,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,11455.2,0.31327,0.30151,0.19429,0.00134,0.11082,0.96127,0.96184,0.96945,0.95613,0.96086,0.96144,0.96837,0.86227,0.23715,0.32648,0.25634,0.00168,0,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,11501.1,0.31116,0.30117,0.19111,0.00131,0.11357,0.95964,0.96349,0.96942,0.95644,0.95924,0.96309,0.96834,0.86235,0.23681,0.32656,0.2553,0.00167,0,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,11546.9,0.31352,0.31006,0.19276,0.00133,0.11217,0.95981,0.9636,0.96932,0.95598,0.95941,0.9632,0.96822,0.86162,0.23599,0.32648,0.25855,0.00166,0,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,11592.9,0.30994,0.30714,0.18969,0.0013,0.10643,0.95959,0.96375,0.96979,0.95612,0.95918,0.96335,0.96889,0.86237,0.23608,0.32723,0.25831,0.00166,0,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
